TIPO LINEA;TIPO;LETRA;NUMERO FORMATEADO;FECHA;CAEA NRO;CAEA VTO;COD CLIENTE;CUIT;RAZON SOCIAL;RESUMEN;TIPO PEDIDO;CODIGO BARRA;DESCRIPCION;PCIO VTA PUB;BASE EXCENTA+GRAVADO;IVA;OTROS IMPUESTOS;IMPORTE TOTAL;UNIDADES;LINEAS;CLASIF PRODUCTO;LABORATORIO;CONDICION IVA;PORC IVA;PCIO UNITARIO
Detalle;FC;A;1114-08138261;;;;;;;;;7791763001320;TUERIS CAPSU. X24;164768.66;105679.24;0;1585.19;107264.43;7;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;15097.03429
Detalle;FC;A;1114-08138261;;;;;;;;;7791763001320;TUERIS CAPSU. X24;70615.14;45291.1;0;679.37;45970.47;3;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;15097.03333
Detalle;FC;A;1114-08138261;;;;;;;;;7798051851704;COLPOSAN COM.VA X7;72612.24;40061.92;0;600.93;40662.85;4;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;10015.48
Detalle;FC;A;1114-08138261;;;;;;;;;7791763000903;MAFEL 200MG CAP.BL X42;1261193.5;808903.4;0;12133.55;821036.95;10;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;80890.34
Detalle;FC;A;1114-08138261;;;;;;;;;7791763337689;VAGICURAL PLUS OVULOS X6;103701.84;53638.86;0;804.58;54443.44;8;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;6704.8575
Detalle;FC;A;1114-08138261;;;;;;;;;7791763001214;HIERROQUICK 40 COM.RE X40;626197.44;401630;0;6024.45;407654.45;22;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;18255.90909
Detalle;FC;A;1114-08138261;;;;;;;;;7791763001238;HIERROQUICK 80 COM.RE X20;77831.61;49919.6;0;748.79;50668.39;3;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;16639.86667
Detalle;FC;A;1114-08138261;;;;;;;;;7791763001849;TANVIMIL A 100KUI CAPSU. X30;22142.49;14201.71;0;213.03;14414.74;3;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;4733.90333
Detalle;FC;A;1114-08138261;;;;;;;;;7791763337870;TANVIMIL ISOFLAVONAS COMPR. X60;196051.74;90856.25;19079.81;4088.53;114024.59;6;;Alimentos;RAYMOS - MEGALABS ARG;Producto Gravado;21;15142.70833
Detalle;FC;A;1114-08138261;;;;;;;;;7791763337726;HIFAMONIL CREMA X20G;256876.6;124009.34;0;1860.14;125869.48;20;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;6200.467
Detalle;FC;A;1114-08138261;;;;;;;;;7791763000927;HIPERMET 500MG COM.RE X40;130524.8;83715.9;0;1255.74;84971.64;5;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;16743.18
Detalle;FC;A;1114-08138261;;;;;;;;;7791763337672;TANVIMIL FOLICO 5MG COMPR. X30;174598.92;90309.78;0;1354.65;91664.43;12;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;7525.815
Detalle;FC;A;1114-08138261;;;;;;;;;7791763338396;CIRUELAX COM.RE X60;123318.06;69738.49;0;1046.08;70784.57;3;;O. T. C.;RAYMOS - MEGALABS ARG;Producto Exento;0;23246.16333
Cabecera;FC;A;1114-08138271;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;4079682.15;0;61195.23;4140877.38;500;2;;;;;
Detalle;FC;A;1114-08138271;;;;;;;;;7798129415043;ACEMUK 600MG COM.EF. X10;6106363.2;3916494.86;0;58747.42;3975242.28;480;;Eticos;ROFINA SACIF (SIEGFRIED);Producto Exento;0;8159.36429
Detalle;FC;A;1114-08138271;;;;;;;;;7798129415043;ACEMUK 600MG COM.EF. X10;254431.8;163187.29;0;2447.81;165635.1;20;;Eticos;ROFINA SACIF (SIEGFRIED);Producto Exento;0;8159.3645
Cabecera;FC;A;1114-08138272;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;306421.2;0;4596.32;311017.52;36;2;;;;;
Detalle;FC;A;1114-08138272;;;;;;;;;7798140253105;LOMECAN CREMA VAGINAL X35G;197471.36;136187.2;0;2042.81;138230.01;16;;O. T. C.;GENOMMA (OTC);Producto Exento;0;8511.7
Detalle;FC;A;1114-08138272;;;;;;;;;7798140253105;LOMECAN CREMA VAGINAL X35G;246839.2;170234;0;2553.51;172787.51;20;;O. T. C.;GENOMMA (OTC);Producto Exento;0;8511.7
Cabecera;FC;A;1114-08139428;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;351898.67;0;5278.48;357177.15;42;2;;;;;
Detalle;FC;A;1114-08139428;;;;;;;;;7791171102084;REGULANE COMPR. X30;418153.52;268194.91;0;4022.92;272217.83;38;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;7057.76079
Detalle;FC;A;1114-08139428;;;;;;;;;7791171001202;TADAL 20MG COM.RE X4;130505.84;83703.76;0;1255.56;84959.32;4;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;20925.94
Cabecera;FC;A;1114-08139433;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;207431.4;0;3111.47;210542.87;15;1;;;;;
Detalle;FC;A;1114-08139433;;;;;;;;;7795381012249;AMLOC 10MG TABLE. X20;341790.3;207431.4;0;3111.47;210542.87;15;;Eticos;DISPROFARMA SA (ASPEN ARG);Producto Exento;0;13828.76
Cabecera;FC;A;1114-08139438;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;304002.85;63840.6;13680.13;381523.58;46;3;;;;;
Detalle;FC;A;1114-08139438;;;;;;;;;7795368547412;DIAR OMEGA 3 CAP.BL X30;355320;135607.25;28477.52;6102.33;170187.1;10;;Alimentos;ROFINA SACIF (POEN);Producto Gravado;21;13560.725
Detalle;FC;A;1114-08139438;;;;;;;;;7795368002935;AUCIC CAPS CAP.BL X30;457574.4;149684.98;31433.85;6735.82;187854.65;32;;Alimentos;ROFINA SACIF (POEN);Producto Gravado;21;4677.65563
Detalle;FC;A;1114-08139438;;;;;;;;;7795368002935;AUCIC CAPS CAP.BL X30;57196.8;18710.62;3929.23;841.98;23481.83;4;;Alimentos;ROFINA SACIF (POEN);Producto Gravado;21;4677.655
Cabecera;FC;A;1114-08139496;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;36221.76;7606.57;1629.98;45458.31;12;1;;;;;
Detalle;FC;A;1114-08139496;;;;;;;;;7798195030065;ARLYT FRESH SOLUC. X15ML;105918.48;36221.76;7606.57;1629.98;45458.31;12;;O. T. C.;ROFINA SACIF (POEN);Producto Gravado;21;3018.48
Cabecera;FC;A;1114-08139576;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;2274118.43;0;34111.77;2308230.2;160;7;;;;;
Detalle;FC;A;1114-08139576;;;;;;;;;7791171101346;CALMADOR PLUS COM.RE X20;724232.32;464507.77;0;6967.62;471475.39;32;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;14515.86781
Detalle;FC;A;1114-08139576;;;;;;;;;7791171100493;CALMADOR GOTAS X10ML;225307.4;144507.49;0;2167.61;146675.1;20;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;7225.3745
Detalle;FC;A;1114-08139576;;;;;;;;;7791171101858;DARIFIN 15MG COM.RE X30;112197.88;71961.41;0;1079.42;73040.83;2;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;35980.705
Detalle;FC;A;1114-08139576;;;;;;;;;7791171001394;CALMADOR CB 50MG CAP.BL X30;256573.59;164560.98;0;2468.41;167029.39;13;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12658.53692
Detalle;FC;A;1114-08139576;;;;;;;;;7791171102060;CALMADOR 100MG GOTAS X20ML;1723764.7;1105586.79;0;16583.8;1122170.59;70;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;15794.097
Detalle;FC;A;1114-08139576;;;;;;;;;7791171001394;CALMADOR CB 50MG CAP.BL X30;414465.03;265829.27;0;3987.44;269816.71;21;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;12658.53667
Detalle;FC;A;1114-08139576;;;;;;;;;7791171102275;FINALIT 3G SOBRES X60;89127.78;57164.72;0;857.47;58022.19;2;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;28582.36
Cabecera;FC;A;1114-08140945;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;299838.32;0;4497.57;304335.89;8;1;;;;;
Detalle;FC;A;1114-08140945;;;;;;;;;7795338012025;LEVECOM 500MG COM.RA. X30;467489.92;299838.32;0;4497.57;304335.89;8;;Eticos;BALIARDA S A ;Producto Exento;0;37479.79
Cabecera;FC;A;1114-08140973;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;198271.24;0;2974.07;201245.31;4;2;;;;;
Detalle;FC;A;1114-08140973;;;;;;;;;7795345125077;EDAGAN 10MG COM.RE X30;148993.14;95561.11;0;1433.42;96994.53;2;;Eticos;ROFINA SACIF (ROEMMERS);Producto Exento;0;47780.555
Detalle;FC;A;1114-08140973;;;;;;;;;7795345125084;EDAGAN 25MG COM.RE X30;160139.46;102710.13;0;1540.65;104250.78;2;;Eticos;ROFINA SACIF (ROEMMERS);Producto Exento;0;51355.065
Cabecera;FC;A;1114-08141005;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;433647.61;0;6504.71;440152.32;26;1;;;;;
Detalle;FC;A;1114-08141005;;;;;;;;;7795337904314;TOTAL MAGNESIANO VITAMINA C COM.EF. X24;816609.04;433647.61;0;6504.71;440152.32;26;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;16678.75423
Cabecera;FC;A;1114-08141024;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;206222.11;0;3093.33;209315.44;10;1;;;;;
Detalle;FC;A;1114-08141024;;;;;;;;;7792183487664;RECIT 18MG CAPSU. X7;321529.1;206222.11;0;3093.33;209315.44;10;;Eticos;FARMANET S A (GADOR);Producto Exento;0;20622.211
Cabecera;FC;A;1114-08141132;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;2284996.61;0;34274.96;2319271.57;320;4;;;;;
Detalle;FC;A;1114-08141132;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;1057654.95;678358.37;0;10175.38;688533.75;95;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61442
Detalle;FC;A;1114-08141132;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;389662.35;249921.5;0;3748.82;253670.32;35;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61429
Detalle;FC;A;1114-08141132;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;1057654.95;678358.37;0;10175.38;688533.75;95;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61442
Detalle;FC;A;1114-08141132;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;1057654.95;678358.37;0;10175.38;688533.75;95;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61442
Cabecera;FC;A;1114-08141169;08/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;5946305.49;0;89194.58;6035500.07;182;4;;;;;
Detalle;FC;A;1114-08141169;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;5599287.6;3591266.8;0;53869;3645135.8;120;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29927.22333
Detalle;FC;A;1114-08141169;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;652052.5;418212.91;0;6273.19;424486.1;10;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;41821.291
Detalle;FC;A;1114-08141169;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;933214.6;598544.47;0;8978.17;607522.64;20;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29927.2235
Detalle;FC;A;1114-08141169;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;2086568;1338281.31;0;20074.22;1358355.53;32;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;41821.29094
Cabecera;FC;A;1114-08141170;08/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;724425.58;0;10866.38;735291.96;48;6;;;;;
Detalle;FC;A;1114-08141170;;;;;;;;;7795337908039;TOTAL MAGNESIANO GRANU. X50G LIMON;51365.54;27276.88;0;409.15;27686.03;2;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;13638.44
Detalle;FC;A;1114-08141170;;;;;;;;;7795337907476;VAPRESAN 5MG COMPR. X60;58575.4;40396.8;0;605.95;41002.75;5;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;8079.36
Detalle;FC;A;1114-08141170;;;;;;;;;7795337909586;CEBROCAL 5MG COM.RE X30;113695.08;76058.09;0;1140.87;77198.96;3;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;25352.69667
Detalle;FC;A;1114-08141170;;;;;;;;;7795337900590;TOTAL MAGNESIANO GINSENG POL.SO X30;176718.8;121875.04;0;1828.13;123703.17;4;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;30468.76
Detalle;FC;A;1114-08141170;;;;;;;;;7795337907315;ASEPTOBRON C PLUS SOLU.ORAL X120ML;247622.8;131496.21;0;1972.44;133468.65;10;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;13149.621
Detalle;FC;A;1114-08141170;;;;;;;;;7795337908039;TOTAL MAGNESIANO GRANU. X50G LIMON;616386.48;327322.56;0;4909.84;332232.4;24;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;13638.44
Cabecera;FC;A;1114-08141171;08/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;1597262.03;0;23958.94;1621220.97;165;12;;;;;
Detalle;FC;A;1114-08141171;;;;;;;;;7795347972051;ALIN 10MG COMPR. X30;45529.17;29201.48;0;438.02;29639.5;3;;Eticos;LAZAR;Producto Exento;0;9733.82667
Detalle;FC;A;1114-08141171;;;;;;;;;7795347903079;ASTENDE 10MG COM.RE X30;52401.12;33609.01;0;504.14;34113.15;3;;Eticos;LAZAR;Producto Exento;0;11203.00333
Detalle;FC;A;1114-08141171;;;;;;;;;7795347000334;MULTIN COMPR. X10;5668.68;3635.78;0;54.54;3690.32;2;;Eticos;LAZAR;Producto Exento;0;1817.89
Detalle;FC;A;1114-08141171;;;;;;;;;7795347954781;SIMULTAN TRIPLE 320/25/10MG COM.RE X30;111282.34;71374.21;0;1070.61;72444.82;2;;Eticos;LAZAR;Producto Exento;0;35687.105
Detalle;FC;A;1114-08141171;;;;;;;;;7795347972181;FUNGUEAL CREMA X15G;25572;16401.35;0;246.02;16647.37;6;;Eticos;LAZAR;Producto Exento;0;2733.55833
Detalle;FC;A;1114-08141171;;;;;;;;;7795347949428;RESAQUIT COMPR. X4;119597.4;57736.56;0;866.05;58602.61;60;;O. T. C.;LAZAR;Producto Exento;0;962.276
Detalle;FC;A;1114-08141171;;;;;;;;;7795347903079;ASTENDE 10MG COM.RE X30;87335.2;56015.02;0;840.23;56855.25;5;;Eticos;LAZAR;Producto Exento;0;11203.004
Detalle;FC;A;1114-08141171;;;;;;;;;7795347922209;DIUFORTAN CAPSU. X30;775696.2;497515.4;0;7462.73;504978.13;20;;Eticos;LAZAR;Producto Exento;0;24875.77
Detalle;FC;A;1114-08141171;;;;;;;;;7795347954484;SIMULTAN 80MG COM.RE X30;728448.6;467211.73;0;7008.18;474219.91;30;;Eticos;LAZAR;Producto Exento;0;15573.72433
Detalle;FC;A;1114-08141171;;;;;;;;;7795347972372;COLPOFILIN 500MG COMPR. X10;85664.04;54943.1;0;824.15;55767.25;14;;Eticos;LAZAR;Producto Exento;0;3924.50714
Detalle;FC;A;1114-08141171;;;;;;;;;7795347957836;TERVALON 10MG COMPR. X30;373737.44;239707.43;0;3595.61;243303.04;16;;Eticos;LAZAR;Producto Exento;0;14981.71438
Detalle;FC;A;1114-08141171;;;;;;;;;7795347973508;MEDOBIS AP 1000MG COM.RE X60;109001;69910.96;0;1048.66;70959.62;4;;Eticos;LAZAR;Producto Exento;0;17477.74
Cabecera;FC;A;1114-08141260;08/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;214218.43;0;3213.28;217431.71;30;1;;;;;
Detalle;FC;A;1114-08141260;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;333996.3;214218.43;0;3213.28;217431.71;30;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61433
Cabecera;FC;A;1114-08142383;08/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;647044.81;0;9705.67;656750.48;18;4;;;;;
Detalle;FC;A;1114-08142383;;;;;;;;;7795337900545;KABIAN MULTIDOSIS 100MG COMPR. X30;309060.9;185436.53;0;2781.55;188218.08;6;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;30906.08833
Detalle;FC;A;1114-08142383;;;;;;;;;7795337900767;DENDRITEX 100MG COM.RE X30;294146.28;182573.57;0;2738.6;185312.17;4;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;45643.3925
Detalle;FC;A;1114-08142383;;;;;;;;;7795337900484;SARTINA 5MG COM.RE X30;318983.84;197989.96;0;2969.85;200959.81;4;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;49497.49
Detalle;FC;A;1114-08142383;;;;;;;;;7795337900989;KABIAN MULTIDOSIS 75MG COMPR. X30;130572.08;81044.75;0;1215.67;82260.42;4;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;20261.1875
Cabecera;NC;A;1114-00864266;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;NC Transfer;;;;-750890.61;0;-5631.68;-756522.29;-36;-4;;;;;
Detalle;NC;A;1114-00864266;;;;;;;;;7798376720051;ARCOXIA 60MG COM.RE X28;-476300;-261308.07;0;-1959.81;-263267.88;-10;;Eticos;GLOBALFARM (ORGANON);Producto Exento;0;26130.807
Detalle;NC;A;1114-00864266;;;;;;;;;7791763001320;TUERIS CAPSU. X24;-134951.28;-86554.95;0;-649.16;-87204.11;-6;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;14425.825
Detalle;NC;A;1114-00864266;;;;;;;;;7798376720037;ARCOXIA 90MG COM.RE X14;-584959.5;-320920.89;0;-2406.91;-323327.8;-15;;Eticos;GLOBALFARM (ORGANON);Producto Exento;0;21394.726
Detalle;NC;A;1114-00864266;;;;;;;;;7798069050489;TIMED-D 0.5% SOL.OFT. X5ML;-183161.1;-82106.7;0;-615.8;-82722.5;-5;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;16421.34
Cabecera;NC;A;1114-00864277;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;NC Transfer;;;;-60981.17;0;-457.36;-61438.53;-3;-1;;;;;
Detalle;NC;A;1114-00864277;;;;;;;;;7790375270728;CARDIOREX 10MG COMPR. X30;-95078.19;-60981.17;0;-457.36;-61438.53;-3;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;20327.05667
Cabecera;NC;A;1114-00864328;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;NC Transfer;;;;-10485.26;0;-78.64;-10563.9;-1;-1;;;;;
Detalle;NC;A;1114-00864328;;;;;;;;;7790375003487;NEURYL 1MG COMPR. X60;-16348.07;-10485.26;0;-78.64;-10563.9;-1;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;10485.26
Cabecera;NC;A;1114-00864799;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;NC Transfer;;;;-39692.87;0;-297.7;-39990.57;-5;-2;;;;;
Detalle;NC;A;1114-00864799;;;;;;;;;7791763338389;CIRUELAX COM.RE X20;-15498.68;-8764.77;0;-65.74;-8830.51;-1;;O. T. C.;RAYMOS - MEGALABS ARG;Producto Exento;0;8764.77
Detalle;NC;A;1114-00864799;;;;;;;;;7793742002274;MACRIL OVULOS X6;-56057.16;-30928.1;0;-231.96;-31160.06;-4;;Eticos;ROFINA SACIF (ANDROMACO);Producto Exento;0;7732.025
Cabecera;NC;A;1114-00864895;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;Crd Ajuste Factura;;;;-246526.08;-2834.75;-4102.86;-253463.69;-32;-5;;;;;
Detalle;NC;A;1114-00864895;;;;;;;;;7795323775256;VITAL INFANTIL 2 NE BRIK X200ML;;-13498.82;-2834.75;-607.44;-16941.01;-16;;Alimentos;DISPROFARMA CC (NUTRICIABAGO);Producto Gravado;21;843.67625
Detalle;NC;A;1114-00864895;;;;;;;;;7790375269487;ANAFLEX PLUS CAP.BL X16;;-28909.69;0;-433.65;-29343.34;-9;;O. T. C.;DISPROFARMA CC (BAGO);Producto Exento;0;3212.18778
Detalle;NC;A;1114-00864895;;;;;;;;;7790375269470;ANAFLEX PLUS CAP.BL X8;;-8291.68;0;-124.38;-8416.06;-5;;O. T. C.;DISPROFARMA CC (BAGO);Producto Exento;0;1658.336
Detalle;NC;A;1114-00864895;;;;;;;;;7798129415012;LEVITAL 1000MG COM.RE X30;;-58710.52;0;-880.66;-59591.18;-1;;Eticos;ROFINA SACIF (SIEGFRIED);Producto Exento;0;58710.52
Detalle;NC;A;1114-00864895;;;;;;;;;7795381001878;ELIQUIS 5MG COM.RE X60;;-137115.37;0;-2056.73;-139172.1;-1;;Eticos;DISPROFARMA CC (PFIZER SRL);Producto Exento;0;137115.37
Cabecera;NC;A;1114-00864976;07/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;Crd Ajuste Factura;;;;-3765566.27;-26841.47;-60318.02;-3852725.76;-566;-42;;;;;
